split,Conversation_no,turn_count,unique_topics,q_avg,q_min,q_max,a_avg,a_min,a_max,passage_avg,passage_min,passage_max,total_session_tokens
train,2841,10,2,10.1,5,20,23,2,60,144.2,34,192,1773
train,2842,12,6,8.5,5,17,12.5,2,34,128.8,31,159,1798
train,2843,12,4,7.2,5,9,6.9,2,17,146.3,47,173,1925
train,2844,16,5,8.1,3,16,8.5,1,22,121.8,35,193,2214
train,2845,12,5,10.2,6,15,8.9,3,24,129.1,72,165,1778
train,2846,11,4,6.9,4,11,10.9,4,25,134.1,118,171,1671
train,2847,18,3,7.8,4,19,19.4,2,66,119.5,17,163,2640
train,2848,10,3,8.9,6,13,10.8,2,24,159.2,134,190,1789
train,2849,18,7,7.7,5,12,12.9,1,49,135.3,23,204,2806
train,2850,9,2,8.4,5,12,12.4,3,23,133.8,55,161,1392
train,2851,13,4,7.3,3,11,14,4,48,129.5,88,169,1961
train,2852,15,3,6.2,4,9,9.7,1,32,160,110,205,2639
train,2853,12,3,6.4,5,12,16.2,2,46,176.9,138,216,2395
train,2854,10,2,7.2,5,12,8.6,1,32,158.9,136,173,1747
train,2855,14,5,8.6,6,16,8.7,1,28,149.1,120,211,2331
train,2856,11,4,9.5,6,14,10,2,23,139.7,78,193,1751
train,2857,10,3,7.6,4,10,11.9,2,27,137.1,47,194,1566
train,2858,7,3,7.1,4,14,19.6,4,37,123.4,29,153,1051
train,2859,18,7,8.8,5,14,14.2,2,34,134.6,79,257,2837
train,2860,12,2,6.7,4,13,12.2,4,30,139.8,73,176,1905
train,2861,10,3,11.9,6,18,15.7,1,45,137.3,59,160,1649
train,2862,17,8,8.4,4,13,15.5,1,39,123.8,67,183,2510
train,2863,10,2,9,6,12,24.4,4,49,137,21,210,1704
train,2864,16,5,7.5,5,11,9.2,2,57,142.4,76,168,2545
train,2865,18,2,6.6,4,11,18.5,3,44,137.8,12,194,2933
train,2866,11,6,10.4,4,19,9.8,1,30,128.6,44,156,1637
train,2867,20,6,6.8,2,10,10.1,3,28,153.1,67,189,3399
train,2868,18,5,7.3,5,11,33.9,3,70,126.8,66,172,3025
train,2869,10,3,6.9,5,9,10.8,2,27,116.6,16,169,1343
train,2870,18,5,7.9,4,16,14.2,1,33,135.1,80,167,2830
train,2871,18,6,8.2,4,14,16.4,1,37,137.9,77,161,2926
train,2872,18,7,7.6,3,13,11.7,1,28,117.9,23,174,2468
train,2873,10,3,7.4,5,12,12.6,3,27,140.7,99,162,1607
train,2874,11,3,8.3,5,13,23.2,3,65,152.5,67,170,2024
train,2875,14,3,8.8,6,15,23.2,3,79,139.7,38,195,2404
train,2876,10,6,9.5,6,13,18.2,4,44,122.8,32,208,1505
train,2877,12,4,7.6,5,12,8.6,2,28,157.8,72,209,2088
train,2878,13,3,7.5,4,11,11.1,2,32,142,137,153,2088
train,2879,15,5,8.2,5,12,12,1,36,146.1,63,180,2495
train,2880,16,5,13,8,19,18.7,4,45,133.8,25,164,2647
train,2881,20,7,7.3,4,11,13,2,40,133.3,42,198,3074
train,2882,16,6,9.4,6,14,14.3,2,47,158.2,52,213,2910
train,2883,12,2,8.4,4,13,28.7,2,76,137.8,97,167,2099
train,2884,10,2,6.7,4,11,22.7,4,61,145,127,164,1744
train,2885,12,4,7,5,11,15.5,1,56,153.7,84,229,2114
train,2886,13,5,7.4,4,12,10,2,26,148,134,183,2150
train,2887,11,7,8.2,5,15,10.6,2,42,110.7,54,149,1425
train,2888,11,4,9.1,5,14,13.5,2,38,140.3,53,196,1792
train,2889,15,4,8.2,4,14,9.5,3,33,138.2,95,166,2339
train,2890,10,3,7.1,2,11,6,2,15,157,93,169,1701
train,2891,18,6,8.5,5,12,16.6,3,36,142.3,44,205,3012
train,2892,10,4,8.3,5,13,11.8,2,27,144.6,90,163,1647
train,2893,12,3,8.8,4,15,12.3,2,40,155.1,104,236,2114
train,2894,19,4,10.1,6,17,14.5,2,46,160.5,101,196,3517
train,2895,12,5,7.9,5,11,5.8,2,13,154.7,51,178,2021
train,2896,12,5,8.6,4,14,16,1,37,123.8,38,167,1780
train,2897,10,4,7.2,3,11,10.3,4,18,141.4,110,177,1589
train,2898,10,3,8.9,6,16,13.9,2,46,138.8,125,153,1616
train,2899,10,5,8.8,5,12,10.7,3,26,156.8,80,199,1763
train,2900,18,6,8.1,5,12,12.6,3,39,131.9,52,185,2746
train,2901,18,6,6.9,5,15,31.8,1,96,131.8,52,170,3070
train,2902,11,3,8.4,5,15,17.8,2,44,137.4,83,175,1799
train,2903,12,6,9.6,5,16,16.2,3,59,118.2,20,169,1727
train,2904,22,6,8.3,3,11,8.5,1,26,143.7,104,180,3531
train,2905,10,3,7.5,2,20,15.4,4,24,136.3,109,154,1592
train,2906,10,3,9.1,7,11,12.5,1,49,130.6,44,163,1522
train,2907,11,3,7.9,5,12,34.9,4,76,139.5,45,205,2005
train,2908,18,5,8.3,5,12,18.1,1,53,142.2,60,193,3034
train,2909,16,6,8.2,5,15,13.6,2,38,140,32,185,2589
train,2910,12,5,8.8,5,15,16.3,2,53,133.8,88,169,1908
train,2911,10,3,6.8,4,14,22.8,3,56,120.9,25,152,1505
train,2912,12,7,8.4,5,15,7.8,2,25,120.5,50,166,1640
train,2913,15,5,8.1,5,12,20.5,2,81,150.9,104,175,2693
train,2914,10,5,7.3,5,13,16.3,4,31,147.9,74,175,1715
train,2915,18,4,5.9,4,11,10.3,1,30,150.3,27,419,2997
train,2916,18,5,6.2,4,9,9.2,2,31,145.7,50,229,2899
train,2917,10,2,7.9,6,11,12.6,1,35,134.3,70,183,1548
train,2918,15,6,7.6,5,17,13.3,4,66,143,51,201,2459
train,2919,12,5,8.1,5,12,16.3,4,42,140.2,64,166,1976
train,2920,12,4,9.6,6,20,9,1,32,144.1,81,168,1952
train,2921,10,4,8.3,6,11,32.3,4,62,136.4,76,163,1770
train,2922,12,3,8.6,6,14,16.9,5,32,144.4,64,189,2039
train,2923,11,5,8.1,4,15,25.1,3,54,120.9,45,167,1695
train,2924,11,3,7.8,5,11,13.7,2,42,149.7,131,171,1884
train,2925,13,7,7.2,5,10,11.2,2,30,141.8,31,215,2082
train,2926,11,5,8.7,5,13,26.5,4,82,147.9,119,204,2015
train,2927,10,3,7,5,16,15.6,2,53,126.7,63,194,1493
train,2928,11,6,10,5,16,13.4,4,27,134.2,18,199,1733
train,2929,13,5,7.5,4,15,5,2,9,157.7,141,177,2212
train,2930,12,4,8.8,5,13,15.5,2,43,131.1,65,181,1865
train,2931,16,5,7.8,5,14,13.8,1,66,118.6,12,180,2243
train,2932,14,9,8.4,4,14,14.6,4,34,149.9,133,176,2419
train,2933,18,3,11.6,5,25,20.6,2,114,140.6,76,211,3110
train,2934,8,3,7.5,5,10,9.1,3,27,140.9,56,174,1260
train,2935,10,4,7.6,5,10,30.2,1,93,137.4,94,180,1752
train,2936,12,2,6.8,4,12,8.8,2,22,134.3,51,153,1799
train,2937,11,3,8.2,6,10,15.1,3,32,168.3,142,193,2107
train,2938,15,4,7.5,5,13,23.2,2,60,130.7,45,159,2422
train,2939,10,6,8.3,4,13,14.8,4,35,156,62,225,1791
train,2940,11,3,10.7,7,17,25.6,4,67,128.2,20,219,1810
train,2941,11,4,8.3,5,12,11.3,3,28,145.5,123,193,1815
train,2942,10,5,8,5,12,12,2,39,133,51,154,1530
train,2943,10,2,8.8,6,12,10.7,1,31,132.2,61,157,1517
train,2944,12,6,8.4,5,16,17.2,4,35,149.8,123,216,2106
train,2945,12,3,7.7,5,15,21.6,4,50,138.6,51,191,2014
train,2946,12,5,7.9,5,10,15.2,2,59,138.5,70,169,1939
train,2947,25,7,7.4,2,14,12.3,2,43,146.2,23,201,4148
train,2948,14,5,7,4,16,16.9,4,41,159,114,208,2561
train,2949,15,9,8.3,6,15,26.5,2,85,140.1,98,197,2625
train,2950,16,6,7.7,5,12,11.5,2,40,122.9,40,219,2274
train,2951,12,7,7.3,4,11,20.8,4,52,134.7,17,205,1953
train,2952,10,5,8.8,6,12,19.6,4,46,146.4,88,170,1748
train,2953,19,9,10.1,5,18,19.4,3,40,142.2,44,197,3261
train,2954,18,7,8.2,6,11,15.8,2,58,140.8,51,182,2966
train,2955,14,4,7.6,5,13,7.7,3,35,147.3,62,202,2277
train,2956,16,5,7.5,5,15,7.8,1,30,149.7,54,177,2640
train,2957,11,6,7.6,5,13,17.5,3,51,144.1,115,171,1861
train,2958,10,4,7.8,4,16,13,4,38,140,74,197,1608
train,2959,15,5,8.4,4,13,13.9,2,38,149.4,136,179,2576
train,2960,10,4,9.5,6,16,23.8,4,78,149.7,26,192,1830
train,2961,11,5,8.2,2,12,6,1,14,134.5,51,177,1636
train,2962,12,5,7.6,5,12,17.8,4,64,141.2,97,165,1998
train,2963,14,3,7.2,4,9,6.4,2,18,150.4,66,194,2297
train,2964,16,6,8.1,4,11,22.8,1,62,156.5,56,194,2997
train,2965,10,3,8.1,5,10,10.1,3,16,105.4,22,143,1236
train,2966,10,8,8.3,5,12,7.4,2,14,158.7,108,189,1744
train,2967,11,3,9.5,4,14,9.7,2,22,151.7,67,237,1880
train,2968,10,3,7.5,4,10,15.1,2,40,146.1,59,193,1687
train,2969,13,4,7,4,11,27.8,4,68,134.2,58,157,2197
train,2970,10,3,8,4,16,20.9,3,39,161.6,83,207,1905
train,2971,16,6,9.5,5,18,13.1,4,33,151.3,116,221,2782
train,2972,18,6,8,4,15,19.6,2,85,130.9,73,188,2852
train,2973,18,4,6.3,3,12,19.4,3,54,147.9,54,188,3125
train,2974,13,5,8.9,6,13,15.6,1,49,132.7,71,167,2044
train,2975,10,4,7.9,5,12,17.5,1,42,139.8,73,187,1652
train,2976,10,3,7.9,5,13,12.9,2,43,129.1,94,146,1499
train,2977,10,4,7.9,5,11,8,2,24,147.2,107,189,1631
train,2978,12,4,6.8,4,10,14.4,4,27,127,51,243,1778
train,2979,18,6,9.8,7,15,9.4,2,21,138.1,87,245,2831
train,2980,11,5,7.7,4,13,15.6,2,42,130.9,42,155,1697
train,2981,17,5,7.1,5,11,14.1,2,38,137.2,51,181,2692
train,2982,11,5,8.3,4,15,21.9,4,48,137.1,84,165,1840
train,2983,8,3,9.1,6,16,10.9,2,24,112,84,143,1056
train,2984,12,5,8.8,5,14,16.5,4,69,126.2,27,182,1818
train,2985,11,4,7,5,8,6.7,3,14,154.1,85,240,1846
train,2986,13,2,8.4,5,11,10.8,3,25,149.8,116,195,2197
train,2987,13,6,6.5,4,10,15.8,4,38,116.4,28,164,1803
train,2988,18,7,6.6,4,10,8.3,2,30,138,40,225,2752
train,2989,8,2,7.8,5,15,13.5,4,22,128.8,53,153,1200
train,2990,10,3,7.7,5,9,10,3,21,149.7,82,196,1674
train,2991,10,4,8.2,6,12,13.4,2,39,144.8,100,165,1664
train,2992,10,5,9.1,5,16,21,3,68,108.7,30,153,1388
train,2993,10,2,8.3,6,11,14.7,3,42,148.9,134,168,1719
train,2994,10,5,8.9,5,14,19.5,4,53,155.9,76,186,1843
train,2995,10,5,9,5,13,22.5,3,60,162.8,139,196,1943
train,2996,15,3,7.4,4,11,7,1,16,112,34,169,1896
train,2997,11,3,7.5,5,12,16.4,4,27,120,51,165,1582
train,2998,15,5,8.8,6,13,22,5,61,135.7,81,176,2497
train,2999,11,4,9.4,5,15,17.9,5,47,144.5,102,191,1889
train,3000,13,3,6.8,5,11,16.1,5,43,132.6,85,154,2021
train,3001,19,6,8.3,5,17,14.5,2,33,138.8,63,196,3070
train,3002,10,3,7.8,4,13,9.3,1,47,152,53,219,1691
train,3003,12,3,6.8,5,10,11.5,1,32,144.6,97,172,1955
train,3004,12,5,7,2,14,8.6,2,25,148.8,76,198,1972
train,3005,10,5,8.8,5,14,7.3,2,23,149.9,86,179,1660
train,3006,12,4,7.1,3,13,12.5,2,37,130.6,24,174,1802
train,3007,15,4,7.3,4,12,8.7,1,26,156.3,61,179,2583
train,3008,11,4,7.5,4,14,15.5,1,49,163.7,117,206,2055
train,3009,20,7,9.8,5,18,13.7,1,41,136.5,51,202,3200
train,3010,10,3,11.7,5,15,18.3,4,33,137.6,126,164,1676
train,3011,10,3,11.2,7,30,12.5,2,24,121.5,32,165,1452
train,3012,10,4,7.9,6,13,9.3,2,25,120.1,18,152,1373
train,3013,12,5,7.8,5,11,12.2,2,35,140.1,95,167,1922
train,3014,10,4,8.5,5,12,22.4,2,60,152.2,64,274,1831
train,3015,10,4,8.9,5,12,8.5,1,33,144.7,133,168,1621
train,3016,12,5,9.6,6,15,25.6,1,72,134.6,46,194,2037
train,3017,15,4,7.7,4,13,11.5,2,27,164.3,138,200,2751
train,3018,11,5,7.2,4,10,11.7,1,43,113.2,29,137,1453
train,3019,10,5,7.5,5,12,19.4,1,43,139.4,74,168,1663
train,3020,10,3,6.4,4,13,8.2,4,24,148.7,127,175,1633
train,3021,12,4,8.4,6,15,15.8,4,32,144.8,127,168,2028
train,3022,11,4,8,4,12,11.8,2,38,141.7,51,182,1777
train,3023,10,6,8.2,5,11,22.9,2,65,144.1,73,189,1752
train,3024,18,7,8.4,5,13,30.6,4,90,118.5,27,205,2835
train,3025,15,5,8.5,5,13,15.3,4,45,137.3,27,166,2416
train,3026,17,4,9.3,5,15,15.6,3,41,142.9,114,171,2853
train,3027,7,3,8.1,4,12,15,3,30,143.3,91,161,1165
train,3028,12,4,8.9,4,16,13.7,1,45,100.7,64,166,1479
train,3029,16,5,9.7,6,15,18.7,2,44,132.1,57,221,2567
train,3030,20,16,8.7,4,12,21.9,1,62,137.8,19,194,3368
train,3031,17,3,11.3,6,19,17.7,1,63,142.3,48,182,2912
train,3032,12,5,9,7,12,7,1,22,146.1,115,172,1945
train,3033,12,3,6.9,2,15,8.4,1,25,141.9,72,159,1887
train,3034,12,2,7.7,5,10,12.9,4,30,151.2,124,191,2061
train,3035,20,6,7.3,2,17,7.5,1,19,113.2,30,171,2561
train,3036,18,5,8.4,5,14,24.6,1,71,138.8,50,230,3093
train,3037,11,4,8.3,4,15,16.3,3,41,154.5,93,203,1970
train,3038,16,7,8.1,5,12,7.9,1,29,130.3,68,160,2340
train,3039,12,5,8.6,5,12,13.7,4,26,152,74,237,2091
train,3040,10,3,7.5,5,10,22.8,1,61,137.4,86,182,1677
train,3041,13,5,6.8,5,9,11.4,2,42,172.9,111,249,2484
train,3042,11,6,7.8,4,13,21.5,2,55,136.2,16,220,1821
train,3043,13,4,8.8,6,17,21.8,4,61,143.2,79,178,2259
train,3044,18,4,7.1,5,12,29.6,4,52,147.9,58,213,3323
train,3045,20,6,7.8,4,17,10.1,2,54,145.9,41,173,3274
train,3046,10,5,8.7,5,15,15.5,4,38,127.9,52,162,1521
train,3047,7,3,8.9,4,12,11.4,2,26,155.3,113,228,1229
train,3048,18,5,9.4,5,18,11.5,2,29,141.1,54,183,2915
train,3049,18,8,9.1,5,15,17.5,2,40,139.7,84,193,2993
train,3050,10,4,8.8,5,11,15.1,4,30,121.2,31,160,1451
train,3051,16,5,7.9,4,14,20.1,3,85,128.3,56,198,2502
train,3052,11,5,7,5,9,27.7,4,58,129.5,45,198,1806
train,3053,17,5,6.6,5,12,9.6,2,25,154.5,99,222,2902
train,3054,18,9,7.9,4,16,13.5,4,26,138.1,20,211,2871
train,3055,20,10,8.9,5,15,17,2,44,118.8,39,171,2894
train,3056,18,4,8.1,5,15,19.2,4,56,127.2,44,158,2780
train,3057,11,6,8.4,5,13,6.5,1,18,142.9,131,164,1735
train,3058,9,3,6.8,5,12,5,2,8,142.7,73,218,1390
train,3059,10,3,6.8,5,9,11.5,3,28,155.7,130,184,1740
train,3060,7,2,7.9,4,12,11.3,2,35,158,137,206,1240
train,3061,10,4,8.4,5,11,13.6,2,37,148.2,64,192,1702
train,3062,11,3,10.4,6,15,8,3,26,128.8,53,162,1619
train,3063,11,5,9.1,5,15,14,3,60,136.2,36,187,1752
train,3064,15,7,8.6,4,13,13.2,3,50,145.9,32,181,2516
train,3065,13,6,7.8,5,12,14.3,2,39,144.2,128,169,2163
train,3066,15,3,8.3,4,13,21.3,5,65,158.1,111,193,2815
train,3067,12,6,7.2,5,10,7.5,3,29,154.2,30,234,2027
train,3068,18,6,8.6,5,12,10.2,1,36,154.3,62,188,3115
train,3069,18,4,11.5,7,19,20.3,1,69,147.8,28,212,3232
train,3070,7,3,8.6,5,11,17.7,4,35,147.6,42,189,1217
train,3071,15,5,6.9,4,11,22.1,1,71,163,109,240,2881
train,3072,17,3,7.1,4,10,23,2,127,148.1,40,242,3029
train,3073,12,5,8.2,4,10,13.5,1,32,138,109,161,1917
train,3074,10,4,8.7,5,12,15.3,3,52,160.1,103,210,1841
train,3075,12,4,8.2,5,14,15.4,2,47,138.2,53,167,1941
train,3076,11,5,7.8,5,12,30.9,2,85,144.9,121,164,2020
train,3077,17,4,6.9,4,13,17.5,4,53,130.8,52,166,2640
train,3078,13,5,7.4,5,11,19,4,51,147.8,68,190,2265
train,3079,12,4,6.3,3,10,9.1,1,35,116.6,48,143,1584
train,3080,10,4,7.2,4,12,17.4,3,49,151.1,126,191,1757
train,3081,13,4,8.8,5,14,8,2,23,147.4,83,219,2135
train,3082,10,4,8.5,5,13,10.8,2,47,130.5,32,167,1498
train,3083,18,6,9.3,5,19,18.1,2,50,151.3,35,231,3216
train,3084,11,5,7.5,4,12,7.8,3,18,150.5,118,173,1825
train,3085,10,1,8,6,10,18.4,3,39,136.9,85,155,1633
train,3086,11,3,6,5,9,26.5,6,52,126.1,66,197,1745
train,3087,15,6,8.4,3,15,7.5,1,26,89.5,18,147,1582
train,3088,6,2,6.5,5,10,17,2,33,134.2,74,162,946
train,3089,14,4,7.2,4,12,10.8,1,49,131.4,64,159,2092
train,3090,13,7,6.5,5,11,5.8,3,12,162.5,89,196,2273
train,3091,6,2,7.7,5,10,17,6,37,145.8,136,160,1023
train,3092,14,7,8.4,5,12,9.8,1,28,123.9,60,201,1989
train,3093,11,5,6.9,4,9,8.7,2,30,139.1,85,166,1702
train,3094,11,4,11.5,7,18,13.6,3,26,137.7,75,162,1792
train,3095,11,4,7.5,5,10,9.8,1,38,147.5,126,167,1813
train,3096,18,4,7.4,4,13,15.2,1,49,131,23,178,2764
train,3097,15,6,11.5,4,23,15.1,2,46,148.3,96,166,2623
train,3098,11,5,7.7,5,10,27.2,4,58,129.3,45,180,1806
train,3099,12,5,7.5,5,12,12.4,1,48,135.1,28,180,1860
train,3100,10,3,6.8,5,10,11.2,6,38,118,21,191,1360
train,3101,8,3,7.5,5,11,19.1,4,40,142.1,128,153,1350
train,3102,12,4,6.2,4,10,17.8,2,31,153.1,104,173,2124
train,3103,14,4,5.9,4,8,15.4,3,57,142.4,73,255,2292
train,3104,16,3,7.7,4,13,11.6,3,59,134.4,127,180,2459
train,3105,10,4,8.2,5,10,31.1,4,60,127.6,26,163,1669
train,3106,8,5,9,5,13,13.4,2,59,162.2,132,171,1477
train,3107,15,6,8.5,5,12,18.7,2,59,148.7,118,180,2638
train,3108,18,6,6.8,2,12,17.6,3,43,138.2,51,169,2928
train,3109,12,7,8.6,4,15,24,2,50,154.3,51,321,2243
train,3110,7,4,6.1,5,9,11.4,2,20,124.6,43,151,995
train,3111,9,2,8.1,2,15,11.2,4,37,131.7,12,173,1359
train,3112,12,2,5.8,3,10,18.3,2,64,155.4,108,218,2154
train,3113,10,2,10.2,7,13,8.7,2,40,136,88,152,1549
train,3114,10,3,8.8,4,16,14.4,1,25,118.9,64,177,1421
train,3115,10,3,7.6,4,11,10.7,2,41,151.7,132,168,1700
train,3116,18,6,10.5,6,14,15.4,3,57,127.1,70,164,2754
train,3117,10,5,7.6,5,13,26.1,2,63,149.7,95,177,1834
train,3118,10,2,7.5,2,16,13.8,2,41,152.4,122,181,1737
train,3119,16,4,7.8,5,13,20.8,1,54,147.7,79,192,2820
train,3120,12,3,7.9,4,15,11.8,2,33,138.6,98,165,1899
train,3121,18,6,8.4,4,16,11.6,1,57,150.8,128,169,3073
train,3122,10,5,8.3,6,11,18.2,2,47,135,17,193,1615
train,3123,13,3,8.9,4,16,12.4,3,43,153.2,124,163,2269
train,3124,13,5,7.7,5,13,7.9,3,28,147.5,64,174,2121
train,3125,17,6,8,5,15,16.3,2,47,152.4,72,232,3003
train,3126,15,3,8.7,5,14,7.5,4,22,145.5,106,180,2426
train,3127,17,5,7.6,5,10,25.5,4,49,123.9,44,155,2671
train,3128,14,5,9.8,5,15,21.4,4,54,120.3,30,189,2121
train,3129,14,6,8.9,4,13,11.1,2,38,160.1,124,196,2521
train,3130,10,3,7.2,4,11,14.6,4,42,143.4,63,162,1652
train,3131,16,5,8.8,4,13,13.7,1,57,138.2,118,180,2572
train,3132,12,6,8.4,5,13,17.8,4,44,147.4,100,187,2083
train,3133,11,4,7.4,5,12,19.1,3,45,153.4,141,164,1978
train,3134,10,4,7.2,3,11,13.1,2,35,130.4,54,155,1507
train,3135,14,5,7.6,5,13,10.7,3,31,135.6,42,150,2155
train,3136,12,3,8.9,6,13,18.8,1,40,154.8,116,184,2191
train,3137,17,6,9.4,5,14,17.8,2,45,146.9,46,284,2960
train,3138,12,5,11,6,19,14.2,4,45,165.7,143,204,2291
train,3139,10,5,8.5,6,13,18.7,3,92,152.8,49,300,1800
train,3140,11,6,9.5,5,15,17.7,1,55,143.7,91,164,1880
train,3141,10,5,11.1,7,23,28.3,5,72,164.6,127,283,2040
train,3142,5,3,7.4,5,10,21.8,4,52,153.6,105,201,914
train,3143,16,6,7.6,4,12,6.9,2,21,136.3,42,177,2412
train,3144,10,2,9.6,5,14,15.4,4,37,150.4,102,198,1754
train,3145,18,5,8,3,12,11.8,3,30,144.4,80,171,2957
train,3146,11,2,8,4,18,8.8,2,17,113.2,14,162,1430
train,3147,13,5,8.8,5,15,11.2,2,38,109,15,153,1676
train,3148,12,4,8.6,4,13,19.5,2,42,133,113,154,1933
train,3149,18,3,6.8,4,11,16.7,1,51,134.8,23,177,2848
train,3150,17,11,10.1,5,17,18.3,2,71,131.1,42,167,2711
train,3151,10,7,9.5,5,16,13.6,4,36,148.3,53,200,1714
train,3152,11,3,7.5,3,15,12.5,2,29,154.7,110,224,1921
train,3153,14,7,6.9,4,10,8.4,1,29,127.9,28,171,2004
train,3154,10,3,8.4,5,12,28,15,42,119.3,62,186,1557
train,3155,15,4,8.2,5,12,13.9,2,37,147,110,209,2536
train,3156,10,4,8.6,6,12,13.1,3,36,146.5,108,177,1682
train,3157,18,6,7.1,5,12,17.8,4,51,139.4,55,188,2958
train,3158,12,5,7.4,4,12,19.5,11,40,130.7,49,167,1891
train,3159,18,5,10.3,4,24,8.7,1,35,138.2,52,193,2829
train,3160,18,6,9.6,4,15,15.9,3,43,165.6,102,227,3439
train,3161,12,6,8.8,6,12,6.9,1,33,143.7,87,199,1912
train,3162,12,5,8.4,5,16,12.1,2,69,165.8,134,198,2235
train,3163,10,2,6,4,9,11.1,2,33,159.4,132,198,1765
train,3164,15,4,7.1,2,11,11.7,1,39,133.5,66,181,2284
train,3165,15,3,7.5,5,11,9.6,1,25,139,67,186,2342
train,3166,15,5,7.5,3,14,8.6,2,20,142.5,98,166,2378
train,3167,12,6,7.8,5,13,10.6,4,17,114.7,54,173,1596
train,3168,10,4,7.7,5,11,13.1,4,27,160.6,138,204,1814
train,3169,17,5,6.9,4,13,13.1,2,38,149.8,84,207,2888
train,3170,14,4,9.1,6,17,25.6,4,53,130,45,166,2305
train,3171,14,6,8.6,5,15,15.2,2,47,139,58,205,2279
train,3172,8,3,7.1,5,9,18,5,38,156.1,90,184,1450
train,3173,14,3,7.2,4,14,18,1,62,145.7,112,221,2393
train,3174,11,4,9.2,5,14,7.3,1,22,152.2,85,169,1855
train,3175,18,4,7.3,5,12,20.6,4,53,127.3,40,186,2793
train,3176,15,6,11,5,25,18.5,7,40,140.9,46,195,2557
train,3177,15,4,8.7,5,13,10.7,2,50,131.8,34,178,2267
train,3178,12,3,7.3,5,10,9,2,32,149.8,57,193,1994
train,3179,12,5,7.8,6,12,14.8,2,32,144.8,124,167,2010
train,3180,10,3,6.4,2,9,7.2,1,20,155.1,133,210,1687
train,3181,13,3,9.8,5,13,20.5,4,72,139.8,106,164,2213
train,3182,17,5,7.8,3,17,8.9,1,17,129.9,38,172,2491
train,3183,10,4,8,5,12,39.8,14,87,126.4,22,183,1742
train,3184,16,8,8.8,5,17,12.3,4,36,137.4,92,177,2535
train,3185,10,3,12.3,3,22,8.9,2,18,127.1,92,168,1483
train,3186,16,5,8.9,4,16,11.7,3,58,151.9,91,176,2760
train,3187,14,5,8.8,6,16,15.8,3,31,143.4,68,240,2352
train,3188,8,4,7.5,5,16,17.2,4,51,134.6,82,165,1275
train,3189,13,3,7.8,5,10,8.2,2,43,154.5,142,201,2217
train,3190,10,5,7.2,5,11,21,7,49,126.1,36,169,1543
train,3191,12,9,8.2,4,13,9.1,3,31,145.2,134,169,1950
train,3192,10,4,8.1,6,11,19.5,2,45,144.6,86,168,1722
train,3193,10,2,8.2,4,14,10.8,3,25,157.8,128,175,1768
train,3194,6,5,8.8,6,12,12.5,2,46,129.8,20,183,907
train,3195,12,5,7.6,6,11,15.8,1,41,134.8,69,188,1899
train,3196,12,4,6.6,2,10,9.5,1,28,112.8,21,146,1547
train,3197,16,7,8.4,3,13,14.3,3,43,145.8,118,195,2696
train,3198,19,6,7.1,5,12,19.4,4,51,125.1,32,200,2878
train,3199,17,5,7.6,5,11,15.6,1,52,159.2,105,221,3101
train,3200,10,4,6.8,5,9,14.4,4,42,129.9,76,159,1511
train,3201,18,3,6.6,5,13,10.5,2,39,133.2,26,186,2706
train,3202,10,3,7.1,5,13,30.3,2,110,140.1,110,163,1775
train,3203,10,3,8.5,4,13,14.8,6,27,155.6,93,237,1789
train,3204,19,4,7.3,5,14,13.2,1,38,124.4,32,245,2751
train,3205,14,5,9.1,5,14,9.2,2,40,147.1,82,187,2317
train,3206,13,3,7.2,4,12,7.5,2,22,132.2,84,170,1908
train,3207,19,6,7.8,4,13,10.8,4,31,117.7,15,178,2591
train,3208,12,3,7.8,6,10,11.3,4,24,139.7,30,192,1906
train,3209,10,4,9,5,13,7.6,1,20,134.2,51,178,1508
train,3210,10,4,7,5,11,8.9,4,22,137.9,63,171,1538
train,3211,18,6,9.6,5,15,19.6,1,65,111.4,26,179,2530
train,3212,13,3,7.2,4,12,16.5,2,57,166.9,134,199,2479
train,3213,15,5,7.5,4,10,18.3,3,70,155.8,25,197,2723
train,3214,15,5,9.1,6,15,22.5,4,68,113.9,51,174,2182
train,3215,16,7,9.1,5,15,13.9,2,58,135.5,25,199,2536
train,3216,18,5,8,4,15,10.5,1,32,146.9,55,168,2977
train,3217,10,5,8.4,7,11,10.9,4,25,140.3,45,179,1596
train,3218,15,6,6.3,4,11,16.9,2,83,148,29,240,2567
train,3219,10,3,8,5,9,7.3,1,27,147.2,139,160,1625
train,3220,10,2,10.4,4,18,20.5,2,51,155.8,131,188,1867
train,3221,12,4,8.1,5,15,17,2,83,136.8,30,182,1943
train,3222,10,4,10.5,5,16,6.6,2,16,147.4,111,174,1645
train,3223,18,8,7.2,5,11,11.1,3,47,144.6,60,218,2932
train,3224,17,5,8.2,3,15,12.3,1,23,154.5,112,177,2974
train,3225,10,2,7.8,4,10,19.2,1,50,141.9,71,171,1689
train,3226,12,3,7.2,4,14,20,3,37,122.1,58,153,1792
train,3227,10,1,6.6,5,13,13.1,1,40,135.2,26,191,1549
train,3228,12,6,8.2,5,13,24.3,3,89,141.6,71,170,2090
train,3229,10,6,7.2,5,12,16.7,2,47,136,56,168,1599
train,3230,18,3,7.3,5,14,16.3,2,51,143.1,73,171,3000
train,3231,18,6,9,4,19,10.6,3,49,151.2,80,213,3073
train,3232,12,4,7.8,5,12,26.9,2,68,141,93,161,2109
