feedback_config,task_id,turn_count,q_avg,q_min,q_max,a_avg,a_min,a_max,total_turn_tokens,final_label
CF_EF_FULL_SEF,BigCodeBench/102,10,321.8,75,2103,127.4,120,145,4492,fail
CF_EF_FULL_SEF,BigCodeBench/103,10,596.5,571,634,456.6,401,471,10531,fail
CF_EF_FULL_SEF,BigCodeBench/104,10,123,1,717,505,446,569,6280,pass
CF_EF_FULL_SEF,BigCodeBench/105,10,428.3,396,581,501.4,483,515,9297,fail
CF_EF_FULL_SEF,BigCodeBench/106,10,602.9,1,1239,520.9,494,575,11238,pass
CF_EF_FULL_SEF,BigCodeBench/107,10,171.9,1,1079,434.3,369,495,6062,pass
CF_EF_FULL_SEF,BigCodeBench/108,10,205,1,782,619.4,479,736,8244,pass
CF_EF_FULL_SEF,BigCodeBench/109,10,411,1,2162,416.7,390,456,8277,pass
CF_EF_FULL_SEF,BigCodeBench/110,10,1,1,1,378,296,437,3790,pass
CF_EF_FULL_SEF,BigCodeBench/111,10,124.8,78,546,1280.5,262,1524,14053,fail
CF_EF_FULL_SEF,BigCodeBench/112,10,127.5,1,484,147,27,246,2745,pass
CF_EF_FULL_SEF,BigCodeBench/113,10,127.2,78,570,1188.2,409,1556,13154,fail
CF_EF_FULL_SEF,BigCodeBench/114,10,342.7,1,3062,199.1,128,253,5418,pass
CF_EF_FULL_SEF,BigCodeBench/115,10,45.7,1,448,321.3,257,393,3670,pass
CF_EF_FULL_SEF,BigCodeBench/116,10,1,1,1,211,211,211,2120,pass
CF_EF_FULL_SEF,BigCodeBench/117,10,701.9,608,1080,467.4,411,481,11693,fail
CF_EF_FULL_SEF,BigCodeBench/118,10,1,1,1,244,244,244,2450,pass
CF_EF_FULL_SEF,BigCodeBench/119,10,1,1,1,132.2,89,166,1332,pass
CF_EF_FULL_SEF,BigCodeBench/120,10,523.7,521,548,447.4,445,469,9711,fail
CF_EF_FULL_SEF,BigCodeBench/121,10,212.3,78,816,963.6,370,1526,11759,fail
CF_EF_FULL_SEF,BigCodeBench/122,10,1,1,1,267,239,302,2680,pass
CF_EF_FULL_SEF,BigCodeBench/123,10,112.7,1,562,336.6,305,382,4493,pass
CF_EF_FULL_SEF,BigCodeBench/124,10,661.2,555,808,564,37,652,12252,fail
CF_EF_FULL_SEF,BigCodeBench/125,10,113,78,428,1107.5,275,1529,12205,fail
CF_EF_FULL_SEF,BigCodeBench/126,10,939.4,537,2001,489.7,477,518,14291,fail
CF_EF_FULL_SEF,BigCodeBench/127,10,51.3,1,504,415.8,372,468,4671,pass
CF_EF_FULL_SEF,BigCodeBench/128,10,639.7,635,671,364,232,379,10037,fail
CF_EF_FULL_SEF,BigCodeBench/129,10,1655.9,1519,2379,487.2,444,497,21431,fail
CF_EF_FULL_SEF,BigCodeBench/130,10,197,1,778,224.1,164,269,4211,pass
CF_EF_FULL_SEF,BigCodeBench/131,10,116.1,1,460,226.9,161,287,3430,pass
CF_EF_FULL_SEF,BigCodeBench/132,10,235.8,78,673,955.1,411,1548,11909,fail
CF_EF_FULL_SEF,BigCodeBench/133,10,185.5,1,1290,366.3,306,444,5518,pass
CF_EF_FULL_SEF,BigCodeBench/134,10,1,1,1,282,239,327,2830,pass
CF_EF_FULL_SEF,BigCodeBench/135,10,863,1,2556,311.3,276,367,11743,pass
CF_EF_FULL_SEF,BigCodeBench/136,10,1,1,1,379,313,457,3800,pass
CF_EF_FULL_SEF,BigCodeBench/137,10,1,1,1,205.4,165,253,2064,pass
CF_EF_FULL_SEF,BigCodeBench/138,10,1017.1,366,1176,269.9,261,350,12870,fail
CF_EF_FULL_SEF,BigCodeBench/139,10,858.5,1,1809,370.7,341,391,12292,pass
CF_EF_FULL_SEF,BigCodeBench/140,10,1,1,1,280.5,235,331,2815,pass
CF_EF_FULL_SEF,BigCodeBench/141,10,1,1,1,442.6,395,499,4436,pass
CF_EF_FULL_SEF,BigCodeBench/142,10,1,1,1,273.1,233,321,2741,pass
CF_EF_FULL_SEF,BigCodeBench/143,10,213.2,1,728,245.5,191,295,4587,pass
CF_EF_FULL_SEF,BigCodeBench/144,10,61.5,1,606,401.1,374,430,4626,pass
CF_EF_FULL_SEF,BigCodeBench/145,10,149.8,1,584,233.3,197,278,3831,pass
CF_EF_FULL_SEF,BigCodeBench/146,10,38.8,1,379,243.5,202,290,2823,pass
CF_EF_FULL_SEF,BigCodeBench/147,10,56.3,1,554,245.5,187,315,3018,pass
CF_EF_FULL_SEF,BigCodeBench/148,10,1,1,1,229.9,183,279,2309,pass
CF_EF_FULL_SEF,BigCodeBench/149,10,125.6,78,554,1180.8,255,1545,13064,fail
CF_EF_FULL_SEF,BigCodeBench/150,10,842.9,669,2009,241.5,223,290,10844,fail
CF_EF_FULL_SEF,BigCodeBench/151,10,104.8,1,582,366.9,325,416,4717,pass
CF_EF_FULL_SEF,BigCodeBench/152,10,571.8,493,1281,245.4,240,246,8172,fail
CF_EF_FULL_SEF,BigCodeBench/153,10,1,1,1,243.1,199,296,2441,pass
CF_EF_FULL_SEF,BigCodeBench/154,10,101.7,1,555,246.3,129,874,3480,pass
CF_EF_FULL_SEF,BigCodeBench/155,10,441.4,328,1057,163.7,87,318,6051,fail
CF_EF_FULL_SEF,BigCodeBench/156,10,199.2,1,723,249.5,163,329,4487,pass
CF_EF_FULL_SEF,BigCodeBench/157,10,262.4,78,790,1031.8,341,1582,12942,fail
CF_EF_FULL_SEF,BigCodeBench/158,10,841.4,334,996,107.3,91,179,9487,fail
CF_EF_FULL_SEF,BigCodeBench/159,10,108.7,78,385,911,240,1535,10197,fail
CF_EF_FULL_SEF,BigCodeBench/160,10,76.5,1,756,647.8,471,831,7243,pass
CF_EF_FULL_SEF,BigCodeBench/161,10,518.8,504,573,410.6,407,422,9294,fail
CF_EF_FULL_SEF,BigCodeBench/162,10,45.8,1,449,353.3,302,414,3991,pass
CF_EF_FULL_SEF,BigCodeBench/163,10,174.2,78,1037,1155,281,2043,13292,fail
CF_EF_FULL_SEF,BigCodeBench/164,10,311.9,1,1343,284.6,240,349,5965,pass
CF_EF_FULL_SEF,BigCodeBench/165,10,1,1,1,406.2,345,473,4072,pass
CF_EF_FULL_SEF,BigCodeBench/166,10,153.5,78,833,949.9,428,1167,11034,fail
CF_EF_FULL_SEF,BigCodeBench/167,10,367.1,1,2492,288.2,247,350,6553,pass
CF_EF_FULL_SEF,BigCodeBench/168,10,425,1,1642,296.6,263,343,7216,pass
CF_EF_FULL_SEF,BigCodeBench/169,10,1,1,1,352.7,282,434,3537,pass
CF_EF_FULL_SEF,BigCodeBench/170,10,1,1,1,218.2,168,272,2192,pass
CF_EF_FULL_SEF,BigCodeBench/171,10,609.3,1,1988,280.6,63,508,8899,pass
CF_EF_FULL_SEF,BigCodeBench/172,10,132.9,1,837,112.4,24,153,2453,pass
CF_EF_FULL_SEF,BigCodeBench/173,10,696.9,362,1024,617.4,246,1525,13143,fail
CF_EF_FULL_SEF,BigCodeBench/174,10,1,1,1,137.4,80,227,1384,pass
CF_EF_FULL_SEF,BigCodeBench/175,10,899.9,423,1722,322.3,28,408,12222,fail
CF_EF_FULL_SEF,BigCodeBench/176,10,105.2,78,350,1009.3,165,1440,11145,fail
CF_EF_FULL_SEF,BigCodeBench/177,10,1233,405,1325,368.8,367,369,16018,fail
CF_EF_FULL_SEF,BigCodeBench/178,10,267.1,78,815,838.6,183,1547,11057,fail
CF_EF_FULL_SEF,BigCodeBench/179,10,1297.3,363,1410,488.7,481,558,17860,fail
CF_EF_FULL_SEF,BigCodeBench/180,10,139.6,78,694,1036,420,1517,11756,fail
CF_EF_FULL_SEF,BigCodeBench/181,10,1,1,1,217.2,138,298,2182,pass
CF_EF_FULL_SEF,BigCodeBench/182,10,326.1,78,1325,1367.8,321,1629,16939,fail
CF_EF_FULL_SEF,BigCodeBench/183,10,50.6,1,497,116.5,83,155,1671,pass
CF_EF_FULL_SEF,BigCodeBench/184,10,1502.5,652,1597,917.7,917,924,24202,fail
CF_EF_FULL_SEF,BigCodeBench/185,10,605,78,749,478,430,743,10830,fail
CF_EF_FULL_SEF,BigCodeBench/186,10,582.5,1,2389,200.4,37,313,7829,pass
CF_EF_FULL_SEF,BigCodeBench/187,10,304.8,272,443,158.5,84,483,4633,fail
CF_EF_FULL_SEF,BigCodeBench/188,10,220.7,1,1370,408,314,492,6287,pass
CF_EF_FULL_SEF,BigCodeBench/189,10,111.4,1,632,269.7,235,309,3811,pass
CF_EF_FULL_SEF,BigCodeBench/190,10,238.1,78,914,1078.3,328,1554,13164,fail
CF_EF_FULL_SEF,BigCodeBench/191,10,510.9,1,1708,229.4,196,259,7403,pass
CF_EF_FULL_SEF,BigCodeBench/192,10,1385.5,1344,1456,408.7,266,480,17942,fail
CF_EF_FULL_SEF,BigCodeBench/193,10,446.8,403,494,144.7,142,153,5915,fail
CF_EF_FULL_SEF,BigCodeBench/194,10,1,1,1,313.8,168,486,3148,pass
CF_EF_FULL_SEF,BigCodeBench/195,10,147,78,768,1038.7,165,1525,11857,fail
CF_EF_FULL_SEF,BigCodeBench/196,10,94.6,1,937,254,182,342,3486,pass
CF_EF_FULL_SEF,BigCodeBench/197,10,1,1,1,293.4,243,339,2944,pass
CF_EF_FULL_SEF,BigCodeBench/198,10,1,1,1,322,322,322,3230,pass
CF_EF_FULL_SEF,BigCodeBench/199,10,1,1,1,587.3,500,644,5883,pass
CF_EF_FULL_SEF,BigCodeBench/200,10,128.7,78,585,966.4,295,1041,10951,fail
CF_EF_FULL_SEF,BigCodeBench/201,10,1,1,1,409,409,409,4100,pass
CF_EF_FULL_SEF,BigCodeBench/202,10,464.6,461,497,326,317,327,7906,fail
CF_EF_FULL_SEF,BigCodeBench/203,10,148.7,78,785,1408,400,1520,15567,fail
CF_EF_FULL_SEF,BigCodeBench/204,10,1,1,1,353.8,296,424,3548,pass
CF_EF_FULL_SEF,BigCodeBench/205,10,136.6,1,250,126.6,126,132,2632,pass
CF_EF_FULL_SEF,BigCodeBench/206,10,50.6,1,497,197.2,164,236,2478,pass
CF_EF_FULL_SEF,BigCodeBench/207,10,837.2,821,894,127.9,124,156,9651,fail
CF_EF_FULL_SEF,BigCodeBench/208,10,119.9,78,497,1112.7,333,1545,12326,fail
CF_EF_FULL_SEF,BigCodeBench/209,10,123.6,78,534,1106,347,1543,12296,fail
CF_EF_FULL_SEF,BigCodeBench/210,10,338.9,78,2152,910.8,293,1519,12497,fail
CF_EF_FULL_SEF,BigCodeBench/211,10,1065.2,854,1500,230.8,193,281,12960,fail
CF_EF_FULL_SEF,BigCodeBench/212,10,755.6,615,801,211.7,193,235,9673,fail
CF_EF_FULL_SEF,BigCodeBench/213,10,1,1,1,262,262,262,2630,pass
CF_EF_FULL_SEF,BigCodeBench/214,10,143.1,78,729,1153.3,290,1506,12964,fail
CF_EF_FULL_SEF,BigCodeBench/215,10,185.5,78,642,1096.7,408,1577,12822,fail
CF_EF_FULL_SEF,BigCodeBench/216,10,1,1,1,435.6,376,504,4366,pass
CF_EF_FULL_SEF,BigCodeBench/217,10,269.6,1,1044,239.6,202,298,5092,pass
CF_EF_FULL_SEF,BigCodeBench/218,10,977.9,971,1006,445.6,414,578,14235,fail
CF_EF_FULL_SEF,BigCodeBench/219,10,139.7,78,695,1068.2,335,1553,12079,fail
CF_EF_FULL_SEF,BigCodeBench/220,10,194.6,78,421,711.5,229,1520,9061,fail
CF_EF_FULL_SEF,BigCodeBench/221,10,314.4,1,1857,474.6,325,798,7890,pass
CF_EF_FULL_SEF,BigCodeBench/222,10,67.2,1,663,204.1,149,261,2713,pass
CF_EF_FULL_SEF,BigCodeBench/223,10,616,394,1424,180.5,36,206,7965,fail
CF_EF_FULL_SEF,BigCodeBench/224,10,535.2,355,611,254.8,133,407,7900,fail
CF_EF_FULL_SEF,BigCodeBench/225,10,174.7,83,1000,1205.6,314,1557,13803,fail
CF_EF_FULL_SEF,BigCodeBench/226,10,246.6,88,503,1441.7,114,1611,16883,fail
CF_EF_FULL_SEF,BigCodeBench/227,10,156.5,78,863,1175.3,493,1548,13318,fail
CF_EF_FULL_SEF,BigCodeBench/228,10,1,1,1,428,428,428,4290,pass
CF_EF_FULL_SEF,BigCodeBench/229,10,341.3,1,1893,365.6,294,492,7069,pass
CF_EF_FULL_SEF,BigCodeBench/230,10,938,929,939,280.3,273,346,12183,fail
CF_EF_FULL_SEF,BigCodeBench/231,10,305.7,1,1191,582.6,377,871,8883,pass
CF_EF_FULL_SEF,BigCodeBench/232,10,38.4,1,375,296.4,255,333,3348,pass
CF_EF_FULL_SEF,BigCodeBench/233,10,130.3,78,601,1081.2,396,1572,12115,fail
CF_EF_FULL_SEF,BigCodeBench/234,10,652,540,1646,303,286,336,9550,fail
CF_EF_FULL_SEF,BigCodeBench/235,10,115.4,78,452,1089.1,486,1534,12045,fail
CF_EF_FULL_SEF,BigCodeBench/236,10,1,1,1,462.8,361,564,4638,pass
CF_EF_FULL_SEF,BigCodeBench/237,10,143.3,78,731,1167.3,463,1565,13106,fail
CF_EF_FULL_SEF,BigCodeBench/238,10,165.8,1,1023,294.8,250,362,4606,pass
CF_EF_FULL_SEF,BigCodeBench/239,10,203.7,78,1335,1192.6,392,1552,13963,fail
CF_EF_FULL_SEF,BigCodeBench/240,10,1,1,1,157.7,117,197,1587,pass
CF_EF_FULL_SEF,BigCodeBench/241,10,1134.8,843,1651,162.3,149,175,12971,fail
CF_EF_FULL_SEF,BigCodeBench/242,10,112.5,78,423,1144.1,376,1516,12566,fail
CF_EF_FULL_SEF,BigCodeBench/243,10,1,1,1,328.7,202,482,3297,pass
CF_EF_FULL_SEF,BigCodeBench/244,10,794.4,541,1211,258.6,251,277,10530,fail
CF_EF_FULL_SEF,BigCodeBench/245,10,75.9,1,364,336.1,263,576,4120,pass
CF_EF_FULL_SEF,BigCodeBench/246,10,38.4,1,375,481.8,358,630,5202,pass
CF_EF_FULL_SEF,BigCodeBench/247,10,538,1,5371,467.5,315,651,10055,pass
CF_EF_FULL_SEF,BigCodeBench/248,10,421.8,1,582,234.2,223,246,6560,pass
CF_EF_FULL_SEF,BigCodeBench/249,10,1,1,1,361.9,296,432,3629,pass
CF_EF_FULL_SEF,BigCodeBench/250,10,201.7,78,1315,1121.4,274,1544,13231,fail
CF_EF_FULL_SEF,BigCodeBench/251,10,117.1,1,1162,266.4,216,316,3835,pass
CF_EF_FULL_SEF,BigCodeBench/252,10,134.7,78,645,1146.8,377,1575,12815,fail
CF_EF_FULL_SEF,BigCodeBench/253,10,1,1,1,332.8,213,485,3338,pass
CF_EF_FULL_SEF,BigCodeBench/254,10,44.9,1,440,104.3,82,130,1492,pass
CF_EF_FULL_SEF,BigCodeBench/255,10,43.4,1,425,340.5,250,450,3839,pass
CF_EF_FULL_SEF,BigCodeBench/256,10,172.6,78,559,891.6,301,1507,10642,fail
CF_EF_FULL_SEF,BigCodeBench/257,10,139,78,688,998.5,288,1425,11375,fail
CF_EF_FULL_SEF,BigCodeBench/258,10,210.1,1,1447,1187.9,596,2073,13980,pass
CF_EF_FULL_SEF,BigCodeBench/259,10,59.5,1,586,326.4,296,360,3859,pass
CF_EF_FULL_SEF,BigCodeBench/260,10,1,1,1,219,140,322,2200,pass
CF_EF_FULL_SEF,BigCodeBench/261,10,43.1,1,422,273.4,233,321,3165,pass
CF_EF_FULL_SEF,BigCodeBench/262,10,1,1,1,205,205,205,2060,pass
CF_EF_FULL_SEF,BigCodeBench/263,10,1,1,1,409,409,409,4100,pass
CF_EF_FULL_SEF,BigCodeBench/264,10,470.2,1,1135,369.8,308,645,8400,pass
CF_EF_FULL_SEF,BigCodeBench/265,10,1,1,1,318,264,360,3190,pass
CF_EF_FULL_SEF,BigCodeBench/266,10,55.4,1,545,340,241,447,3954,pass
CF_EF_FULL_SEF,BigCodeBench/267,10,139.3,1,759,243.6,193,312,3829,pass
CF_EF_FULL_SEF,BigCodeBench/268,10,127.6,1,649,366.5,244,543,4941,pass
CF_EF_FULL_SEF,BigCodeBench/269,10,440.3,1,2582,343.3,288,435,7836,pass
CF_EF_FULL_SEF,BigCodeBench/270,10,1,1,1,150.5,119,186,1515,pass
CF_EF_FULL_SEF,BigCodeBench/271,10,352.5,78,703,504.2,110,1237,8567,fail
CF_EF_FULL_SEF,BigCodeBench/272,10,1,1,1,356.3,26,433,3573,pass
CF_EF_FULL_SEF,BigCodeBench/273,10,997.2,442,1196,361.3,68,407,13585,fail
CF_EF_FULL_SEF,BigCodeBench/274,10,931.7,892,1077,346,342,366,12777,fail
CF_EF_FULL_SEF,BigCodeBench/275,10,1,1,1,98,61,141,990,pass
CF_EF_FULL_SEF,BigCodeBench/276,10,853.5,844,899,292.4,243,306,11459,fail
CF_EF_FULL_SEF,BigCodeBench/277,10,1,1,1,146.6,108,185,1476,pass
CF_EF_FULL_SEF,BigCodeBench/278,10,142.6,78,724,802.5,285,860,9451,fail
CF_EF_FULL_SEF,BigCodeBench/279,10,36.9,1,360,446.6,253,677,4835,pass
CF_EF_FULL_SEF,BigCodeBench/280,10,50.8,1,499,393.5,330,466,4443,pass
CF_EF_FULL_SEF,BigCodeBench/281,10,40.4,1,395,351,297,401,3914,pass
CF_EF_FULL_SEF,BigCodeBench/282,10,206.1,1,1578,436.4,341,558,6425,pass
CF_EF_FULL_SEF,BigCodeBench/283,10,44,1,431,260.8,214,310,3048,pass
CF_EF_FULL_SEF,BigCodeBench/284,10,811,492,3584,243.4,220,311,10544,fail
CF_EF_FULL_SEF,BigCodeBench/285,10,369,360,370,39,30,120,4080,fail
CF_EF_FULL_SEF,BigCodeBench/286,10,1,1,1,430.1,350,526,4311,pass
CF_EF_FULL_SEF,BigCodeBench/287,10,66.5,1,656,287.2,247,335,3537,pass
CF_EF_FULL_SEF,BigCodeBench/288,10,1,1,1,211,211,211,2120,pass
CF_EF_FULL_SEF,BigCodeBench/289,10,1,1,1,448.2,386,533,4492,pass
CF_EF_FULL_SEF,BigCodeBench/290,10,40,1,391,387.8,250,554,4278,pass
CF_EF_FULL_SEF,BigCodeBench/291,10,57.5,1,566,222.1,164,292,2796,pass
CF_EF_FULL_SEF,BigCodeBench/292,10,447.4,1,1953,219.8,166,288,6672,pass
CF_EF_FULL_SEF,BigCodeBench/293,10,1,1,1,286,286,286,2870,pass
CF_EF_FULL_SEF,BigCodeBench/294,10,163.4,78,932,1137.4,317,1536,13008,fail
CF_EF_FULL_SEF,BigCodeBench/295,10,1,1,1,282.1,227,347,2831,pass
CF_EF_FULL_SEF,BigCodeBench/296,10,1,1,1,323,323,323,3240,pass
CF_EF_FULL_SEF,BigCodeBench/297,10,1,1,1,185.4,162,212,1864,pass
CF_EF_FULL_SEF,BigCodeBench/298,10,979.4,606,1112,534.4,499,565,15138,fail
CF_EF_FULL_SEF,BigCodeBench/299,10,37.3,1,364,263.2,222,310,3005,pass
CF_EF_FULL_SEF,BigCodeBench/300,10,2008.9,1447,2121,409.2,397,475,24181,fail
CF_EF_FULL_SEF,BigCodeBench/301,10,572.6,556,630,373.5,365,382,9461,fail
CF_EF_FULL_SEF,BigCodeBench/302,10,706.7,663,726,434.5,412,476,11412,fail
CF_EF_FULL_SEF,BigCodeBench/303,10,210.5,1,1067,486.9,300,671,6974,pass
CF_EF_FULL_SEF,BigCodeBench/304,10,523.2,1,4641,307,212,385,8302,pass
CF_EF_FULL_SEF,BigCodeBench/305,10,42.5,1,416,311.2,232,408,3537,pass
CF_EF_FULL_SEF,BigCodeBench/306,10,431.4,395,573,266.1,236,275,6975,fail
CF_EF_FULL_SEF,BigCodeBench/307,10,122.2,1,487,188.9,139,233,3111,pass
CF_EF_FULL_SEF,BigCodeBench/308,10,1224,1212,1252,303.9,258,309,15279,fail
CF_EF_FULL_SEF,BigCodeBench/309,10,650.3,78,1812,926.9,321,1429,15772,fail
CF_EF_FULL_SEF,BigCodeBench/310,10,511.3,370,1180,274.8,261,300,7861,fail
CF_EF_FULL_SEF,BigCodeBench/311,10,130.8,78,606,1403.9,370,1662,15347,fail
CF_EF_FULL_SEF,BigCodeBench/312,10,1,1,1,238.2,162,330,2392,pass
CF_EF_FULL_SEF,BigCodeBench/313,10,893.5,508,971,436.4,367,448,13299,fail
CF_EF_FULL_SEF,BigCodeBench/314,10,207,78,732,960.8,314,1254,11678,fail
CF_EF_FULL_SEF,BigCodeBench/315,10,1,1,1,396,396,396,3970,pass
CF_EF_FULL_SEF,BigCodeBench/316,10,211.3,1,627,245.5,182,327,4568,pass
CF_EF_FULL_SEF,BigCodeBench/317,10,266.9,1,1256,283.4,226,356,5503,pass
CF_EF_FULL_SEF,BigCodeBench/318,10,136.3,78,661,1105.8,277,1519,12421,fail
CF_EF_FULL_SEF,BigCodeBench/319,10,822,432,3191,218.9,215,220,10409,fail
CF_EF_FULL_SEF,BigCodeBench/320,10,198.5,1,750,108.1,78,145,3066,pass
CF_EF_FULL_SEF,BigCodeBench/321,10,1164.2,1150,1201,398.6,357,406,15628,fail
CF_EF_FULL_SEF,BigCodeBench/322,10,659.6,447,1513,263.8,239,271,9234,fail
CF_EF_FULL_SEF,BigCodeBench/323,10,160.4,78,902,1209.1,457,1561,13695,fail
CF_EF_FULL_SEF,BigCodeBench/324,10,183.8,1,1085,315.8,255,356,4996,pass
CF_EF_FULL_SEF,BigCodeBench/325,10,1,1,1,251.2,196,308,2522,pass
CF_EF_FULL_SEF,BigCodeBench/326,10,920.2,856,1492,247.9,237,250,11681,fail
CF_EF_FULL_SEF,BigCodeBench/327,10,275.3,1,1419,201.4,143,249,4767,pass
CF_EF_FULL_SEF,BigCodeBench/328,10,1,1,1,164.5,94,252,1655,pass
CF_EF_FULL_SEF,BigCodeBench/329,10,386.1,1,1029,222.7,192,259,6088,pass
CF_EF_FULL_SEF,BigCodeBench/330,10,1,1,1,186,186,186,1870,pass
CF_EF_FULL_SEF,BigCodeBench/331,10,1,1,1,238.9,211,270,2399,pass
CF_EF_FULL_SEF,BigCodeBench/332,10,163.6,78,534,1544.7,189,1901,17083,fail
CF_EF_FULL_SEF,BigCodeBench/333,10,1,1,1,208.8,186,234,2098,pass
CF_EF_FULL_SEF,BigCodeBench/334,10,252.9,1,2082,271.6,180,365,5245,pass
CF_EF_FULL_SEF,BigCodeBench/335,10,1,1,1,215,215,215,2160,pass
CF_EF_FULL_SEF,BigCodeBench/336,10,1,1,1,199,199,199,2000,pass
CF_EF_FULL_SEF,BigCodeBench/337,10,374.6,312,459,475.6,415,485,8502,fail
CF_EF_FULL_SEF,BigCodeBench/338,10,485.4,78,1922,1194.7,233,1605,16801,fail
CF_EF_FULL_SEF,BigCodeBench/339,10,1,1,1,275.1,228,332,2761,pass
CF_EF_FULL_SEF,BigCodeBench/340,10,219.5,1,814,122.9,21,293,3424,pass
CF_EF_FULL_SEF,BigCodeBench/341,10,469.8,402,711,409.5,379,431,8793,fail
CF_EF_FULL_SEF,BigCodeBench/342,10,1,1,1,253.6,214,294,2546,pass
CF_EF_FULL_SEF,BigCodeBench/343,10,201.1,1,1012,487.2,382,634,6883,pass
CF_EF_FULL_SEF,BigCodeBench/344,10,126.1,78,559,954.8,198,1518,10809,fail
CF_EF_FULL_SEF,BigCodeBench/345,10,31.3,1,304,328.8,287,367,3601,pass
CF_EF_FULL_SEF,BigCodeBench/346,10,155.1,1,568,183.9,155,228,3390,pass
CF_EF_FULL_SEF,BigCodeBench/347,10,1,1,1,368,368,368,3690,pass
CF_EF_FULL_SEF,BigCodeBench/348,10,69.9,1,690,294,247,343,3639,pass
CF_EF_FULL_SEF,BigCodeBench/349,10,132,78,618,1113.1,277,1531,12451,fail
CF_EF_FULL_SEF,BigCodeBench/350,10,392.3,318,711,108.6,37,414,5009,fail
CF_EF_FULL_SEF,BigCodeBench/351,10,1,1,1,281.4,247,311,2824,pass
CF_EF_FULL_SEF,BigCodeBench/352,10,135.4,78,652,1110.6,455,1555,12460,fail
CF_EF_FULL_SEF,BigCodeBench/353,10,106.9,78,367,1124.8,299,1526,12317,fail
CF_EF_FULL_SEF,BigCodeBench/354,10,157.3,78,871,1588,438,1717,17453,fail
CF_EF_FULL_SEF,BigCodeBench/355,10,1,1,1,366,287,455,3670,pass
CF_EF_FULL_SEF,BigCodeBench/356,10,130.2,78,600,885.7,322,1205,10159,fail
CF_EF_FULL_SEF,BigCodeBench/357,10,1,1,1,301,301,301,3020,pass
CF_EF_FULL_SEF,BigCodeBench/358,10,1,1,1,237.4,205,313,2384,pass
CF_EF_FULL_SEF,BigCodeBench/359,10,1,1,1,226.6,177,277,2276,pass
CF_EF_FULL_SEF,BigCodeBench/360,10,118.8,78,486,1176.3,403,1545,12951,fail
CF_EF_FULL_SEF,BigCodeBench/361,10,1,1,1,447.2,314,606,4482,pass
CF_EF_FULL_SEF,BigCodeBench/362,10,143.5,78,514,1056.4,281,1523,11999,fail
CF_EF_FULL_SEF,BigCodeBench/363,10,103.8,78,336,934.3,212,1248,10381,fail
CF_EF_FULL_SEF,BigCodeBench/364,10,60.3,1,594,455.7,262,654,5160,pass
CF_EF_FULL_SEF,BigCodeBench/365,10,421.1,420,423,266.1,249,268,6872,fail
CF_EF_FULL_SEF,BigCodeBench/366,10,1,1,1,247.1,138,378,2481,pass
CF_EF_FULL_SEF,BigCodeBench/367,10,1107,394,1286,299.1,262,426,14061,fail
CF_EF_FULL_SEF,BigCodeBench/368,10,104.3,78,341,1473.7,229,1612,15780,fail
CF_EF_FULL_SEF,BigCodeBench/369,10,1,1,1,373.9,274,449,3749,pass
CF_EF_FULL_SEF,BigCodeBench/370,10,52.5,1,516,312.6,268,364,3651,pass
CF_EF_FULL_SEF,BigCodeBench/371,10,275.6,1,2473,186.7,132,295,4623,pass
CF_EF_FULL_SEF,BigCodeBench/372,10,61.8,1,609,287.4,240,336,3492,pass
CF_EF_FULL_SEF,BigCodeBench/373,10,153.9,78,837,1164.6,332,1549,13185,fail
CF_EF_FULL_SEF,BigCodeBench/374,10,115.3,1,435,204,50,332,3193,pass
CF_EF_FULL_SEF,BigCodeBench/375,10,79.8,1,789,210.3,159,268,2901,pass
CF_EF_FULL_SEF,BigCodeBench/376,10,190.1,1,626,237,190,320,4271,pass
CF_EF_FULL_SEF,BigCodeBench/377,10,120.3,1,806,330,172,1168,4503,pass
CF_EF_FULL_SEF,BigCodeBench/378,10,116.9,78,467,964.7,424,1241,10816,fail
CF_EF_FULL_SEF,BigCodeBench/379,10,1,1,1,310.3,178,469,3113,pass
CF_EF_FULL_SEF,BigCodeBench/380,10,182.8,78,439,747.6,189,1519,9304,fail
CF_EF_FULL_SEF,BigCodeBench/381,10,1,1,1,386.3,287,503,3873,pass
CF_EF_FULL_SEF,BigCodeBench/382,10,109.4,78,392,1141.8,274,1547,12512,fail
CF_EF_FULL_SEF,BigCodeBench/383,10,127.7,78,575,1076.9,257,1544,12046,fail
CF_EF_FULL_SEF,BigCodeBench/384,10,132.8,78,626,1292.4,499,1619,14252,fail
CF_EF_FULL_SEF,BigCodeBench/385,10,1178.1,1153,1212,301,288,303,14791,fail
CF_EF_FULL_SEF,BigCodeBench/386,10,40.8,1,399,333.2,203,491,3740,pass
CF_EF_FULL_SEF,BigCodeBench/387,10,860.5,658,1147,257.5,236,356,11180,fail
CF_EF_FULL_SEF,BigCodeBench/388,10,183.6,78,672,1104.9,249,1560,12885,fail
CF_EF_FULL_SEF,BigCodeBench/389,10,92.1,1,912,193,157,233,2851,pass
CF_EF_FULL_SEF,BigCodeBench/390,10,1,1,1,285.9,213,346,2869,pass
CF_EF_FULL_SEF,BigCodeBench/391,10,343.9,323,400,525.7,265,1542,8696,fail
CF_EF_FULL_SEF,BigCodeBench/392,10,77.5,1,766,503,377,621,5805,pass
CF_EF_FULL_SEF,BigCodeBench/393,10,1,1,1,297.9,237,365,2989,pass
